11:17,"Ku baax, boppam;
ku bon, boppam."
11:18,"Coxor feyul boroom, day naxe;
deel def njekk, sag pey wóor."
11:19,"Saxoo njekk, dund;
sàlloo mbon, dee rekk."
11:20,"Aji Sax ji bañ na njublaŋ,
safoo ki mat."
11:21,"Ab soxor mbugalam du jaas, wóor na;
te ku jëfe njekk, saw askan mucc."
11:22,"Taaru jongama ju xel maa gàtt,
mooy jaaro wurus ci noppu mbaam-xuux."
11:23,"Kiy jëfe njekk, lu baax rekk lay sàkku;
soxor biy yaakaar, mujje mbugal."
11:24,"Nit a ngi tabe, di yokkule;
nit di nëŋ-nëŋi, gëna ñàkk."
11:25,"Ku yéwén, woomle;
kuy suuxat, suuxu."
11:26,"Nit a ngi móolu kuy denc pepp, ba mu ñàkkee,
di gërëm ka koy jaay."
11:27,"Wutal a wut lu baax, ñu nawloo la;
ku sàkku lu bon, yaa koy yenu."
11:28,"Ku yaakaar sa alal sab jéll a ngi ñëw,
ku jub day juble ni gàncax gu naat."
11:29,"Kuy fitnaal sa waa kër doo donn dara,
ku dof, boroom xel yilif la."
11:30,"Kuy jëfe njekk mbete garab guy taxa dund,
ku rafet xel am nit ñi."
11:31,"Kuy jëfe njekk, jot yoolam ci kaw suuf,
ku soxor keek bàkkaarkat bi it daw raw."
12:1,"Ku bëgga xam, bëgg ku la yedd;
ku bañ ku la artu, bàyyima nga."
12:2,"Ku baax, Aji Sax ji bége la;
kuy fexe lu bon, mu daan la."
12:3,"Ab soxor, taxawaayam du yàgg;
kuy jëfe njekk garab la, reen ba ne kekk."
12:4,"Jeeg bu jàmbaare day teral jëkkër ja,
jeeg buy rusloo day semmal jëkkër ja."
12:5,"Boroom njekk, lu jekk lay mébét;
ab soxor di lal pexey wor."
12:6,"Ab soxor, waxam am tëru la, day reye;
kàdduy kiy jubal di musle."
12:7,"Ab soxor bu daanoo, jeex na;
ku jub, sa kër taxaw, ne këcc."
12:8,"Xel mu ñaw, jëw bu rafet;
sam xel jekkadi, ñu xeeb la."
12:9,"Woyof mbubb, am benn surga doŋŋ,
moo gën réyal turki tey dee ak xiif."
12:10,"Ku jub day toppatoo ag juram,
ab soxor néeg cig juram."
12:11,"Beyal sab tool, sab dund doy;
topp ay caaxaan ñàkk bopp la."
12:12,"Ab soxor ay xemmem alal ju lewul,
kiy jëfe njekk garab la, reen baa ko meññal."
12:13,"Bàkkaaru làmmiñ dugal na boroom,
ku jub mucc ci njàqare."
12:14,"Làmmiñ reggal na boroom;
ñaq, jariñu."
12:15,"Na dof di jëfe, njub la ci moom;
dégg ndigal rafetum xel la."
12:16,"Ab dof bu meree, mu gaawa feeñ;
ku teey, tanqamlu saaga."
12:17,"Ku dëggu, seede dëgg;
seede bu bon, fen rekk."
12:18,"Làmmiñu waxkat, jam-jami jaasi;
kàddu gu xelu, garab la ci."
12:19,"Kàdduy dëgg, day sax dàkk;
fen, xef-xippi, mu wéy."
12:20,"Kuy ràbb lu bon lal pexey wor,
kuy digle jàmm, am mbégte."
12:21,"Ku jub du ami ay,
ab soxor du tàggook musiba."
12:22,"Aji Sax ji sib na fen-kat,
safoo ku dëggu."
12:23,"Nit ku ñaw day xam, ba ca;
ab dof siiwal waxi dofam."
12:24,"Njaxlaf, jiitu;
yaafus, des gannaaw."
12:25,"Njàqare day jeexal xolu boroom,
wax ju neex di tooyal xolam."
12:26,"Ku jub day xool ku muy xaritool;
soxor bi, jikkoom a koy sànk."
12:27,"Ab yaafus bu rëbbee, sooy;
cawarte koom la."
12:28,"Jaaral ci njub, ba gudd fan;
yoon wu baax deesu fa deewe."
13:1,"Doom ju xelu dégg yaru baay,
kuy ñaawle faalewuli artu."
13:2,"Wax ju rafet yool na boroom,
workat fitna la namm."
13:3,"Moom sa làmmiñ, sàmm sa bakkan;
rattaxle, yàqule."
